State Abbreviation,State Name,Report Date,State Expanded Medicaid,Preliminary_Updated,Final_Report,New Applications Submitted to Medicaid and CHIP Agencies,New Applications Submitted to Medicaid and CHIP Agencies – footnotes,Applications for Financial Assistance Submitted to the State Based Marketplace,Applications for Financial Assistance Submitted to the State Based Marketplace – footnotes,Total Applications for Financial Assistance Submitted at State Level,Total Applications for Financial Assistance Submitted at State Level – footnotes,Individuals Determined Eligible for Medicaid at Application,Individuals Determined Eligible for Medicaid at Application - footnotes,Individuals Determined Eligible for CHIP at Application,Individuals Determined Eligible for CHIP at Application - footnotes,Total Medicaid and CHIP Determinations,Total Medicaid and CHIP Determinations - Footnotes,Medicaid and CHIP Child Enrollment,Medicaid and CHIP Child Enrollment - footnotes,Total Medicaid and CHIP Enrollment,Total Medicaid and CHIP Enrollment - footnotes,Latitude,Longitude,New Georeferenced Column,Total Medicaid Enrollment ,Total Medicaid Enrollment - footnotes,Total CHIP Enrollment,Total CHIP Enrollment - footnotes
MS,Mississippi,9/1/2020,N,P,Y,16983,,N/A,,16983,,10033,,447,,10480,,445077,,656154,,38.4623,-92.302,"(38.4623, -92.302)",574677,,81477,
ID,Idaho,10/1/2017,Y,U,Y,9008,,,,9008,,11710,,792,,12502,,216065,,297445,,42.0046,-93.214,"(42.0046, -93.214)",275246,,22199,
WI,Wisconsin,11/1/2019,N,P,N,22817,Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies,N/A,,22817,Does Not Include All Applications for Limited-Benefit Programs,17196,"Count is of Households, Not Individuals",1341,,18537,,500879,,1035364,,37.768,-78.2057,"(37.768, -78.2057)",966981,,68383,
TN,Tennessee,6/1/2018,N,U,Y,556,Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies,N/A,,556,Does Not Include All Medicaid Applications,,Does Not Include All Medicaid Determinations Made At Application,452,,452,Does Not Include All Medicaid Determinations Made At Application,,,1482362,,41.6772,-71.5101,"(41.6772, -71.5101)",1423482,,58880,
OK,Oklahoma,9/1/2019,N,P,N,51419,Includes Renewals and/or Redeterminations,N/A,,51419,Includes Renewals and/or Redeterminations,87682,Includes Renewals and/or Redeterminations,10666,Includes Renewals and/or Redeterminations,98348,Includes Renewals and/or Redeterminations,511370,,727681,,42.1497,-74.9384,"(42.1497, -74.9384)",609104,,118577,
NE,Nebraska,11/1/2017,N,U,Y,6454,,N/A,,6454,,6670,,1030,,7700,,164494,,247722,,35.6411,-79.8431,"(35.6411, -79.8431)",214129,,33593,
CO,Colorado,11/1/2018,Y,U,Y,22829,,169,,22998,,19729,,430,,20159,,593900,,1337102,,36.17,-119.7462,"(36.17, -119.7462)",1254434,,82668,
KY,Kentucky,5/1/2019,Y,U,Y,9198,,,,9198,,16157,,1647,,17804,,553269,,1309202,,38.5111,-96.8005,"(38.5111, -96.8005)",1220490,,88712,
OK,Oklahoma,4/1/2019,N,P,N,40322,Includes Renewals and/or Redeterminations,N/A,,40322,Includes Renewals and/or Redeterminations,40111,Includes Renewals and/or Redeterminations,7751,,47862,Includes Renewals and/or Redeterminations,512858,,731009,,42.1497,-74.9384,"(42.1497, -74.9384)",609442,,121567,
NE,Nebraska,9/1/2019,N,U,Y,5745,,N/A,,5745,,5564,,916,,6480,,164596,,247368,,35.6411,-79.8431,"(35.6411, -79.8431)",213074,,34294,
NY,New York,12/1/2018,Y,P,N,,,766142,,766142,,117032,,8498,,125530,,2449731,Includes Retroactive Enrollments,6135566,Includes Retroactive Enrollments,34.8375,-106.2371,"(34.8375, -106.2371)",5568617,Includes Retroactive Enrollments,566949,
TX,Texas,8/1/2018,N,U,Y,140678,,N/A,,140678,,97483,,15189,,112672,,3444386,,4362456,,33.8191,-80.9066,"(33.8191, -80.9066)",3745909,,616547,
LA,Louisiana,4/1/2020,Y,U,Y,28311,,N/A,,28311,,24056,,1329,,25385,,727484,,1545875,,37.669,-84.6514,"(37.669, -84.6514)",1418602,,127273,
AL,Alabama,11/1/2018,N,U,Y,18671,,N/A,,18671,,13468,,1994,,15462,,652206,,914534,,32.799,-86.8073,"(32.799, -86.8073)",741639,,172895,
NC,North Carolina,3/1/2018,N,U,Y,22992,,N/A,,22992,,35639,,3628,,39267,,1201629,,1793406,,32.7673,-89.6812,"(32.7673, -89.6812)",1552552,,240854,
OH,Ohio,3/1/2020,Y,U,Y,79561,Includes Renewals and/or Redeterminations,N/A,,79561,Includes Renewals and/or Redeterminations,60030,Includes CHIP; Includes Renewals and/or Redeterminations,3632,,63662,Includes Renewals and/or Redeterminations,1159413,,2611799,,38.4199,-117.1219,"(38.4199, -117.1219)",2412431,,199368,
AZ,Arizona,12/1/2017,Y,U,Y,,,N/A,,,,,,,,,,,,1716236,,14.2417,-170.7197,"(14.2417, -170.7197)",1619477,,96759,
LA,Louisiana,2/1/2019,Y,U,Y,28824,,N/A,,28824,,19786,,1385,,21171,,751922,,1593351,,37.669,-84.6514,"(37.669, -84.6514)",1458268,,135083,
TN,Tennessee,10/1/2017,N,P,N,566,Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies,N/A,,566,Does Not Include All Medicaid Applications,,Does Not Include All Medicaid Determinations Made At Application,461,,461,Does Not Include All Medicaid Determinations Made At Application,,,1521764,,41.6772,-71.5101,"(41.6772, -71.5101)",1443053,,78711,
MS,Mississippi,3/1/2018,N,U,Y,17843,,N/A,,17843,,12132,,553,,12685,,435753,,638745,,38.4623,-92.302,"(38.4623, -92.302)",560293,,78452,
CO,Colorado,8/1/2019,Y,P,N,22220,,77,,22297,,18999,,326,,19325,,578103,,1293450,,36.17,-119.7462,"(36.17, -119.7462)",1211549,,81901,
IN,Indiana,8/1/2019,Y,P,N,101819,,N/A,,101819,,39350,,3292,,42642,,784474,,1451253,,40.3363,-89.0022,"(40.3363, -89.0022)",1342339,,108914,
OK,Oklahoma,6/1/2019,N,U,Y,37987,Includes Renewals and/or Redeterminations,N/A,,37987,Includes Renewals and/or Redeterminations,36793,Includes Renewals and/or Redeterminations,6829,,43622,Includes Renewals and/or Redeterminations,511378,,729196,,42.1497,-74.9384,"(42.1497, -74.9384)",610779,,118417,
PA,Pennsylvania,7/1/2019,Y,P,N,85235,Includes Renewals and/or Redeterminations,N/A,,85235,Includes Renewals and/or Redeterminations,78781,Includes Renewals and/or Redeterminations,10455,,89236,Includes Renewals and/or Redeterminations,1387319,,2936664,,35.5376,-96.9247,"(35.5376, -96.9247)",2752331,,184333,
AK,Alaska,6/1/2017,Y,P,N,3017,Includes Renewals and/or Redeterminations,N/A,,3017,Includes Renewals and/or Redeterminations,3422,Includes Renewals and/or Redeterminations; Includes CHIP,,,3422,Includes Renewals and/or Redeterminations,88766,,191171,,61.385,-152.2683,"(61.385, -152.2683)",179001,,12170,
MD,Maryland,8/1/2020,Y,P,N,4673,,70468,Includes Renewals and/or Redeterminations,75141,Includes Renewals and/or Redeterminations,33121,Includes Renewals and/or Redeterminations,1972,Includes Renewals and/or Redeterminations,35093,Includes Renewals and/or Redeterminations,643563,,1398124,,42.2373,-71.5314,"(42.2373, -71.5314)",1255489,,142635,
NE,Nebraska,8/1/2020,N,P,N,10740,,N/A,,10740,,7135,,640,,7775,,172430,,262715,,35.6411,-79.8431,"(35.6411, -79.8431)",228352,,34363,
WY,Wyoming,1/1/2018,N,P,N,1287,Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers,N/A,,1287,Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers,669,,28,,697,,39538,,58981,,44.0407,-72.7093,"(44.0407, -72.7093)",54347,,4634,
VT,Vermont,1/1/2020,Y,P,N,3162,,1624,,4786,Includes Renewals and/or Redeterminations,3630,Includes Renewals and/or Redeterminations,122,,3752,,60288,,149510,,31.106,-97.6475,"(31.106, -97.6475)",144871,,4639,
IL,Illinois,11/1/2018,Y,U,Y,72379,,N/A,,72379,,30789,,9901,,40690,,1369179,,2893666,,44.2394,-114.5103,"(44.2394, -114.5103)",2647343,,246323,
MI,Michigan,12/1/2017,Y,U,Y,44809,,N/A,,44809,,53232,Does Not Include All MAGI Determinations Made At Application; Includes Renewals and/or Redeterminations,1609,,54841,,950347,Does Not Include All Full-Benefit Child Medicaid enrollees,2366223,Does Not Include All Full-Benefit Medicaid enrollees,44.6074,-69.3977,"(44.6074, -69.3977)",2308978,Does Not Include All Full-Benefit Medicaid enrollees,57245,
KS,Kansas,5/1/2018,N,P,Y,,,N/A,,,,,,,,,,272094,,391161,,39.8647,-86.2604,"(39.8647, -86.2604)",338408,,52753,
AZ,Arizona,11/1/2018,Y,U,Y,103771,,N/A,,103771,,,,,,,,,,1701640,,14.2417,-170.7197,"(14.2417, -170.7197)",1599420,,102220,
VT,Vermont,1/1/2020,Y,U,Y,3162,,1624,,4786,Includes Renewals and/or Redeterminations,5423,Includes Renewals and/or Redeterminations,221,,5644,,60856,,150895,,31.106,-97.6475,"(31.106, -97.6475)",146168,,4727,
HI,Hawaii,3/1/2018,Y,P,N,3999,,N/A,,3999,,4612,,243,,4855,,145570,,348160,,32.9866,-83.6487,"(32.9866, -83.6487)",323265,,24895,
VT,Vermont,12/1/2019,Y,U,Y,2648,,2481,,5129,Includes Renewals and/or Redeterminations,4896,Includes Renewals and/or Redeterminations,142,,5038,,61091,,151190,,31.106,-97.6475,"(31.106, -97.6475)",146536,,4654,
SD,South Dakota,6/1/2020,N,U,Y,2130,Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers,N/A,,2130,Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers,959,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",959,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",80850,,114059,,18.2766,-66.335,"(18.2766, -66.335)",98440,,15619,
NJ,New Jersey,6/1/2017,Y,U,Y,32212,,N/A,,32212,,12827,Does Not Include All Medicaid Determinations Made At Application,4057,Does Not Include All CHIP Determinations Made At Application,16884,Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,846848,,1787875,,41.1289,-98.2883,"(41.1289, -98.2883)",1584693,,203182,
NC,North Carolina,5/1/2020,N,P,N,20237,,N/A,,20237,,28580,,2364,,30944,,1208205,,1828437,,32.7673,-89.6812,"(32.7673, -89.6812)",1539823,,288614,
WY,Wyoming,7/1/2019,N,P,N,1340,Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers,N/A,,1340,Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers,744,,43,,787,,35601,,53871,,44.0407,-72.7093,"(44.0407, -72.7093)",49676,,4195,
MA,Massachusetts,8/1/2020,Y,U,Y,9425,,3802,,13227,,8433,,755,,9188,,690395,,1656650,,31.1801,-91.8749,"(31.1801, -91.8749)",1464645,,192005,
CT,Connecticut,2/1/2020,Y,U,Y,5048,,12401,,17449,,15642,,342,,15984,,331656,,844967,,39.0646,-105.3272,"(39.0646, -105.3272)",824549,,20418,
DC,District of Columbia,8/1/2017,Y,U,Y,2903,Includes SBM data,1820,,4723,Includes Renewals and/or Redeterminations,4855,Includes Renewals and/or Redeterminations; Includes CHIP,,,4855,,92096,,257388,,41.5834,-72.7622,"(41.5834, -72.7622)",244250,,13138,
CA,California,7/1/2017,Y,P,N,148595,Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies,,,148595,,148682,Does Not Include All Medicaid Determinations Made At Application,10213,Does Not Include All CHIP Determinations Made At Application,158895,Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,5129215,,12182095,,33.7712,-111.3877,"(33.7712, -111.3877)",10903473,,1278622,
AK,Alaska,6/1/2020,Y,U,Y,2844,Includes Renewals and/or Redeterminations,N/A,,2844,Includes Renewals and/or Redeterminations,3238,Includes Renewals and/or Redeterminations; Includes CHIP,231,,3469,Includes Renewals and/or Redeterminations,98792,,232069,,61.385,-152.2683,"(61.385, -152.2683)",217484,,14585,
VA,Virginia,11/1/2018,Y,P,N,31695,Includes Renewals and/or Redeterminations,N/A,,31695,Includes Renewals and/or Redeterminations,30772,Includes Renewals and/or Redeterminations,1107,Includes Renewals and/or Redeterminations,31879,Includes Renewals and/or Redeterminations,690295,,1036625,,35.7449,-86.7489,"(35.7449, -86.7489)",897529,,139096,
OH,Ohio,11/1/2018,Y,U,Y,67290,Includes Renewals and/or Redeterminations,N/A,,67290,Includes Renewals and/or Redeterminations,50497,Includes CHIP; Includes Renewals and/or Redeterminations,2896,,53393,Includes Renewals and/or Redeterminations,1184898,,2678997,,38.4199,-117.1219,"(38.4199, -117.1219)",2465896,,213101,
UT,Utah,8/1/2018,N,P,N,24903,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.); Includes Accounts Transferred from FFM",N/A,,24903,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.); Includes Accounts Transferred from FFM",43994,Includes CHIP,,,43994,,200616,,293370,Includes Enrollees in Other Financial Assistance Programs Not Enrolled in Medicaid or CHIP,44.2853,-99.4632,"(44.2853, -99.4632)",248826,Includes Enrollees in Other Financial Assistance Programs Not Enrolled in Medicaid or CHIP,44544,
ND,North Dakota,9/1/2019,Y,P,N,2101,,N/A,,2101,,2322,,78,,2400,,42183,,89537,,46.9048,-110.3261,"(46.9048, -110.3261)",87404,,2133,
NY,New York,9/1/2013,Y,U,Y,,,,,,,,,,,,,,,5678417,,34.8375,-106.2371,"(34.8375, -106.2371)",,,,
MI,Michigan,12/1/2017,Y,P,N,43431,,N/A,,43431,,52473,Does Not Include All MAGI Determinations Made At Application; Includes Renewals and/or Redeterminations,1595,,54068,,937775,Does Not Include All Full-Benefit Child Medicaid enrollees,2338919,Does Not Include All Full-Benefit Medicaid enrollees,44.6074,-69.3977,"(44.6074, -69.3977)",2282827,Does Not Include All Full-Benefit Medicaid enrollees,56092,
SD,South Dakota,5/1/2019,N,P,N,2657,Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers,N/A,,2657,Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers,1538,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",1538,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",78976,,111113,,18.2766,-66.335,"(18.2766, -66.335)",95460,,15653,
AR,Arkansas,10/1/2019,Y,P,N,21080,,N/A,,21080,,16829,,1271,,18100,,369928,,793641,,34.9513,-92.3809,"(34.9513, -92.3809)",761041,,32600,
NV,Nevada,1/1/2020,Y,U,Y,22359,Includes Renewals/Or redeterminations,N/A,,22359,Includes Renewals/Or redeterminations,13756,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",76,,13832,,295181,,626116,,40.314,-74.5089,"(40.314, -74.5089)",586119,,39997,
PA,Pennsylvania,3/1/2020,Y,U,Y,99102,Includes Renewals and/or Redeterminations,N/A,,99102,Includes Renewals and/or Redeterminations,95525,Includes Renewals and/or Redeterminations,14396,,109921,Includes Renewals and/or Redeterminations,1398120,,2958044,,35.5376,-96.9247,"(35.5376, -96.9247)",2761617,,196427,
OR,Oregon,6/1/2019,Y,U,Y,11376,Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies,N/A,,11376,Does Not Include All Non-MAGI Applications,18968,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",1929,,20897,Does Not Include All Non-MAGI Determinations Made At Application,416010,,984652,,40.3736,-82.7755,"(40.3736, -82.7755)",856078,,128574,
MS,Mississippi,7/1/2019,N,U,Y,21199,,N/A,,21199,,11703,,597,,12300,,420588,,620982,,38.4623,-92.302,"(38.4623, -92.302)",544368,,76614,
VA,Virginia,8/1/2019,Y,P,N,31574,Includes Renewals and/or Redeterminations,N/A,,31574,Includes Renewals and/or Redeterminations,22729,Includes Renewals and/or Redeterminations,780,Includes Renewals and/or Redeterminations,23509,Includes Renewals and/or Redeterminations,727013,,1328805,,35.7449,-86.7489,"(35.7449, -86.7489)",1184721,,144084,
MD,Maryland,2/1/2019,Y,P,N,7188,,85317,Includes Renewals and/or Redeterminations,92505,Includes Renewals and/or Redeterminations,26166,Includes Renewals and/or Redeterminations,2967,Includes Renewals and/or Redeterminations,29133,Includes Renewals and/or Redeterminations,613877,,1304706,,42.2373,-71.5314,"(42.2373, -71.5314)",1148633,,156073,
OK,Oklahoma,9/1/2013,N,U,Y,,,,,,,,,,,,,,,790051,,42.1497,-74.9384,"(42.1497, -74.9384)",,,,
UT,Utah,6/1/2017,N,P,N,22121,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.); Includes Accounts Transferred from FFM",N/A,,22121,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.); Includes Accounts Transferred from FFM",44305,Includes CHIP,,,44305,,214785,,304340,Includes Enrollees in Other Financial Assistance Programs Not Enrolled in Medicaid or CHIP,44.2853,-99.4632,"(44.2853, -99.4632)",256752,Includes Enrollees in Other Financial Assistance Programs Not Enrolled in Medicaid or CHIP,47588,
MO,Missouri,3/1/2018,N,U,Y,19976,,N/A,,19976,,10406,"Includes Renewals and/or Redeterminations; Count is of households, not individuals; Includes CHIP",,,10406,"Includes Renewals and/or Redeterminations; Count is of households, not individuals",630138,,977722,,45.7326,-93.9196,"(45.7326, -93.9196)",946186,,31536,Does Not Include All CHIP enrollees
UT,Utah,10/1/2019,N,U,Y,15008,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.); Includes Accounts Transferred from FFM",N/A,,15008,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.); Includes Accounts Transferred from FFM",40009,Includes CHIP,,,40009,,186758,,308966,Includes Enrollees in Other Financial Assistance Programs Not Enrolled in Medicaid or CHIP,44.2853,-99.4632,"(44.2853, -99.4632)",267459,Includes Enrollees in Other Financial Assistance Programs Not Enrolled in Medicaid or CHIP,41507,
PA,Pennsylvania,1/1/2019,Y,U,Y,99201,Includes Renewals and/or Redeterminations,N/A,,99201,Includes Renewals and/or Redeterminations,92104,Includes Renewals and/or Redeterminations,11680,,103784,Includes Renewals and/or Redeterminations,1398074,,2968478,,35.5376,-96.9247,"(35.5376, -96.9247)",2787576,,180902,
AZ,Arizona,8/1/2020,Y,U,Y,92884,,N/A,,92884,,,,,,,,,,1887382,,14.2417,-170.7197,"(14.2417, -170.7197)",1777992,,109390,
ME,Maine,5/1/2019,Y,U,Y,7317,,N/A,,7317,,11771,,673,,12444,,106538,,226873,,39.0724,-76.7902,"(39.0724, -76.7902)",215724,,11149,
IL,Illinois,8/1/2017,Y,U,Y,78681,,N/A,,78681,,46748,,15619,,62367,,1432510,,3078351,,44.2394,-114.5103,"(44.2394, -114.5103)",2823816,,254535,
ME,Maine,6/1/2017,Y,P,N,1508,,N/A,,1508,,10213,,325,,10538,,113315,,235597,,39.0724,-76.7902,"(39.0724, -76.7902)",226077,,9520,
WY,Wyoming,3/1/2019,N,U,Y,1431,Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers,N/A,,1431,Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers,795,,35,,830,,38647,,57835,,44.0407,-72.7093,"(44.0407, -72.7093)",53162,,4673,
PA,Pennsylvania,9/1/2017,Y,U,Y,84799,Includes Renewals and/or Redeterminations,N/A,,84799,Includes Renewals and/or Redeterminations,48511,"Includes Renewals and/or Redeterminations; Count is of Households, Not Individuals",8973,"Count is of Households, Not Individuals",57484,"Includes Renewals and/or Redeterminations; Count is of Households, Not Individuals",1395702,,2960729,,35.5376,-96.9247,"(35.5376, -96.9247)",2783811,,176918,
MT,Montana,9/1/2017,Y,U,Y,3599,,N/A,,3599,,3638,,222,,3860,,126963,,264735,,14.8058,145.5505,"(14.8058, 145.5505)",237391,,27344,
SC,South Carolina,6/1/2018,N,U,Y,25054,,N/A,,25054,,7426,Does Not Include All Medicaid Determinations Made At Application,157,Does Not Include All CHIP Determinations Made At Application,7583,Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,640072,,1027262,,40.5773,-77.264,"(40.5773, -77.264)",940003,,87259,
VT,Vermont,12/1/2019,Y,P,N,2648,,2481,,5129,Includes Renewals and/or Redeterminations,3450,Includes Renewals and/or Redeterminations,90,,3540,,60700,,150160,,31.106,-97.6475,"(31.106, -97.6475)",145556,,4604,
